	paper_id	title	abstract	body_text
81	cb6bc03f06dead8e79159e79f46ae11cfe218aff	Induction of Class I Antigen Processing Components in Oligodendroglia and Microglia During Viral Encephalomyelitis	Glia exhibit differential susceptibility to CD8 T cell mediated effector mechanisms during neurotropic coronavirus infection. In contrast to microglia, oligodendroglia are resistant to CD8 T cell perforin-mediated viral control in the absence of IFNg. Kinetic induction of MHC Class I expression by microglia and oligodendroglia in vivo was thus analyzed to assess responses to distinct inflammatory signals. Flow cytometry demonstrated delayed Class I surface expression by oligodendroglia compared with microglia. Distinct kinetics of Class I protein upregulation correlated with cell type specific transcription patterns of genes encoding Class I heavy chains and antigen processing components. Microglia isolated from na€ ıve mice expressed high levels of these mRNAs, whereas they were near detection limits in oligodendroglia; nevertheless, Class I protein was undetectable on both cell types. Infection induced modest mRNA increases in microglia, but dramatic transcriptional upregulation in oligodendroglia coincident with IFNa or IFNg mRNA increases in infected tissue. Ultimately mRNAs reached similar levels in both cell types at their respective time points of maximal Class I expression. Expression of Class I on microglia, but not oligodendroglia, in infected IFNg deficient mice supported distinct IFN requirements for Class I presentation. These data suggest an innate immune preparedness of microglia to present antigen and engage CD8 T cells early following infection. The delayed, yet robust, IFNg dependent capacity of oligodendroglia to express Class I suggests strict control of immune interactions to avoid CD8 T cell recognition and potential presentation of autoantigen to preserve myelin maintenance. V V C	Overall the stringent induction of MHC genes by oligodendroglia implies a tendency to avoid CD8 T cell cytolysis and preserve myelin maintenance and neuronal function. Nevertheless, as oligodendroglia are myelin factories, it is feasible to assume they present myelin derived epitopes during inflammation associated with IFNg secretion. Indeed, MBP specific CD8 T cells can recognize and lyse oligodendroglia in the absence of exogenous peptide in vitro (Huseby et al., 2001) . Similarly, CD8 T cell inflammation induced by overexpression of PLP by oligodendroglia is associated with Class I expression on oligodendroglia and CNS damage (Ip et al., 2006) . Activation and clonal expansion of CD8 T cells in brain biopsy samples and CSF of multiple sclerosis patients supports a role of local CNS autoantigen presentation (Babbe et al., 2000; Jacobsen et al., 2002; Skulina et al., 2004) . Furthermore, although Class I and IRF-1 was prominently expressed by activated microglia/macrophages in multiple sclerosis lesions, both proteins were also localized to oligodendroglia (Gobin et al., 2001) . However, in vivo interactions between CD8 T cells and Class I peptide complexes presented by oligodendroglia have not been formally proven. The potent transcriptional upregulation of Class I antigen presentation components by oligodendroglia presented in this report clearly demonstrates a potential for oligodendroglia to present myelin antigens. However, the exquisite sensitivity of microglia to early inflammatory cytokines implicates these cells as targets for initial CD8 T-cell interactions.|
82	48bd5f768f3464ac253a120d2eddeb89c323f324	Integrated Microfluidic Nucleic Acid Isolation, Isothermal Amplification, and Amplicon Quantification	"Microfluidic components and systems for rapid (<60 min), low-cost, convenient, field-deployable sequence-specific nucleic acid-based amplification tests (NAATs) are described. A microfluidic point-of-care (POC) diagnostics test to quantify HIV viral load from blood samples serves as a representative and instructive example to discuss the technical issues and capabilities of ""lab on a chip"" NAAT devices. A portable, miniaturized POC NAAT with performance comparable to conventional PCR (polymerase-chain reaction)-based tests in clinical laboratories can be realized with a disposable, palm-sized, plastic microfluidic chip in which: (1) nucleic acids (NAs) are extracted from relatively large (~mL) volume sample lysates using an embedded porous silica glass fiber or cellulose binding phase (""membrane"") to capture sample NAs in a flow-through, filtration mode; (2) NAs captured on the membrane are isothermally (~65 °C) amplified; (3) amplicon production is monitored by real-time fluorescence detection, such as with a smartphone CCD camera serving as a low-cost detector; and (4) paraffin-encapsulated, lyophilized reagents for temperature-activated release are pre-stored in the chip. Limits of Detection (LOD) better than 10 3 virons/sample can be achieved. A modified chip with conduits hosting a diffusion-mode amplification process provides a simple visual indicator to readily quantify sample NA template. In addition, a companion microfluidic device for extracting plasma from whole blood without a centrifuge, generating cell-free plasma for chip-based molecular diagnostics, is described. Extensions to a myriad of related applications including, for example, food OPEN ACCESS Microarrays 2015, 4 475 testing, cancer screening, and insect genotyping are briefly surveyed."	The various modules described herein can be combined into total microanalytical systems for sample-to-report POC diagnostics devices. In this review, we focused on NAAT of HIV in blood, suggesting the application of similar designs for other nucleic acid based tests where time, convenience, cost constraints would preclude the use of a microarrays, while still achieving multiplexing capability and quantification of both RNA and DNA targets with only modest or no instrumentation. We use a solid-phase extraction for NA isolation based on the common chaotrope-silica method used in commercial spin columns. Related NA isolation methods based on ChargeSwitch ® Technology (CST) and solid-phase reversible immobilization (SPRI) are also potential alternatives. These point-of care molecular diagnostics devices complement microarrays and provide an alternative to expensive laboratory-based instruments. As a comparison, commercial PCR-based and related systems, such as the COBAS AmpliPrep/Taqman HIV-1 (Roche), VERSANT HIV-1 RNA (Siemens), RNA QT (bioMerieux), and RealTime m2000 HIV (Abbott) can process close to 100 samples in a two-hour time span. Limits of detection typically range from 50 to 100 copies/mL plasma [46] . These instruments cost over $100,000 and their use is restricted to modern clinical laboratory facilities.|
83	2f38704ef0009750d4c48d1cd7ac81e898023527	Article 9 Alangari AA (2020) Multiple Family Members With Delayed Cord Separtion and Combined Immunodeficiency With Novel Mutation in IKBKB	Background: Inhibitor of kappa kinase 2 (IKK2) deficiency is a recently described combined immunodeficiency. It undermines the nuclear factor-kappa B (NF-κB) activation pathway.	The studies involving human participants were reviewed and approved by The Research Advisory Council (RAC) at King Faisal Specialist Hospital and Research Center (RAC# 2121053). Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.|
84	37f28bcbda6ac3b6188bc66d08218ea62084c128	EQUINE VETERINARY JOURNAL		Stress and treatment with phenylbutazone and other nonsteroidal anti-inflammatory drugs may be contributory factors by creating conditions for infection to become established.|
85	207885268ef61365fc89820ecb7c854a3dc23d9a	A novel mechanism of RNase L inhibition: Theiler's virus L Ã protein prevents 2-5A from binding to RNase L	The OAS/RNase L pathway is one of the best-characterized effector pathways of the IFN antiviral response. It inhibits the replication of many viruses and ultimately promotes apoptosis of infected cells, contributing to the control of virus spread. However, viruses have evolved a range of escape strategies that act against different steps in the pathway. Here we unraveled a novel escape strategy involving Theiler's murine encephalomyelitis virus (TMEV) L* protein. Previously we found that L* was the first viral protein binding directly RNase L. Our current data show that L* binds the ankyrin repeats R1 and R2 of RNase L and inhibits 2'-5' oligoadenylates (2-5A) binding to RNase L. Thereby, L* prevents dimerization and oligomerization of RNase L in response to 2-5A. Using chimeric mouse hepatitis virus (MHV) expressing TMEV L*, we showed that L* efficiently inhibits RNase L in vivo. Interestingly, those data show that L* can functionally substitute for the MHV-encoded phosphodiesterase ns2, which acts upstream of L* in the OAS/RNase L pathway, by degrading 2-5A.	Statistics were done using the tests indicated in the figure legends using GraphPad Prism. Error bars represent standard error of the means. Ã indicates a statistically significant difference between indicated conditions (p< 0.05). |
86	3eba6ff5d8066f48e74576b8ff894581ebef9714			This study was funded by the Clinical Research Award of the First Affiliated Hospital of Xi'an Jiaotong University, China (No.XJTU1AF-CRF-2018-025).|
87	d80b601453836f7cec83e253eba417098c96cd28			A further problem regarding the commercial development of cattle pneumonia vaccines lies in the size of the potential market. Whilst in the USA the vaccine market is quite large, approximately $25 million, it is very much smaller in Canada ($2 million) and in Europe. For example the total UK market is estimated at £2.4 million and that includes lungworm vaccine. Therefore there may not be great commercial incentive for some pharmaceutical companies to develop such products. Of course it might be argued that the market is related to vaccine efficacy. Therefore if good vaccines are produced then the potential market will be much greater.|
88	c2a5393aff15e17796bc0515d215e2067d88a67e	Lonicerae japonicae flos and Lonicerae flos: a systematic review of ethnopharmacology, phytochemistry and pharmacology	Lonicerae japonicae flos (called Jinyinhua, JYH in Chinese), flowers or flower buds of Lonicera japonica Thunberg, is an extremely used traditional edible-medicinal herb. Pharmacological studies have already proved JYH ideal clinical therapeutic effects on inflammation and infectious diseases and prominent effects on multiple targets in vitro and in vivo, such as pro-inflammatory protein inducible nitric oxide synthase, toll-like receptor 4, interleukin-1 receptor. JYH and Lonicerae flos [called Shanyinhua, SYH in Chinese, flowers or flower buds of Lonicera hypoglauca Miquel, Lonicera confusa De Candolle or Lonicera macrantha (D.Don) Spreng] which belongs to the same family of JYH were once recorded as same herb in multiple versions of Chinese Pharmacopoeia (ChP). However, they were listed as two different herbs in 2005 Edition ChP, leading to endless controversy since they have close proximity on plant species, appearances and functions, together with traditional applications. In the past decades, there has no literature regarding to systematical comparison on the similarity concerning research achievements of the two herbs. This review comprehensively presents similarities and differences between JYH and SYH retrospectively, particularly proposing them the marked differences in botanies, phytochemistry and pharmacological activities which can be used as evidence of separate list of JYH and SYH. Furthermore, deficiencies on present studies have also been discussed so as to further research could use for reference.	In conclusion, it is necessary to accelerate the phytochemistry and pharmacological studies of SYH, and figure out its difference and similarity with JYH more in-depth. Future direction of research should pay attention to accurate and rapid authentication of JYH and SYH for it is crucial to ensure the safety and function of medicinal or edible herbs as well as their preparations. Additionally, more efforts deserve to gain insights into the toxicological actions of JYH and SYH.|
89	fef0bb9eaac69559d0ff2f92ff83e0affd4435f0	Pathogenic Influenza Viruses and Coronaviruses Utilize Similar and Contrasting Approaches To Control Interferon-Stimulated Gene Responses	The broad range and diversity of interferon-stimulated genes (ISGs) function to induce an antiviral state within the host, impeding viral pathogenesis. While successful respiratory viruses overcome individual ISG effectors, analysis of the global ISG response and subsequent viral antagonism has yet to be examined. Employing models of the human airway, transcriptomics and proteomics datasets were used to compare ISG response patterns following highly pathogenic H5N1 avian influenza (HPAI)	The proteomics was performed in the Environmental Molecular Sciences Laboratory, a national scientific user facility sponsored by the DOE Office of Biological and Environmental Research and located at PNNL and used capabilities developed under efforts supported by the National Institute of General Medical Sciences (8 P41 GM103493-10). PNNL is operated by Battelle Memorial Institute for the DOE under contract number DE-AC05-76RLO1830.|
90	91dfd944dfdd855dc858daf68d7af0f180d81fb1	Heteroaromatic ester inhibitors of hepatitis A virus 3C proteinase: Evaluation of mode of action	The related 3C and 3C-like proteinase (3C pro and 3CL pro ) of picornaviruses and coronaviruses, respectively, are good drug targets. As part of an effort to generate broad-spectrum inhibitors of these enzymes, we screened a library of inhibitors based on a halopyridinyl ester from a previous study of the severe acute respiratory syndrome (SARS) 3CL proteinase against Hepatitis A virus (HAV) 3C pro . Three of the compounds, which also had furan rings, inhibited the cleavage activity of HAV 3C pro with K ic s of 120-240 nM. HPLC-based assays revealed that the inhibitors were slowly hydrolyzed by both HAV 3C pro and SARS 3CL pro , confirming the identity of the expected products. Mass spectrometric analyses indicated that this hydrolysis proceeded via an acylenzyme intermediate. Modeling studies indicated that the halopyridinyl moiety of the inhibitor fits tightly into the S1-binding pocket, consistent with the lack of tolerance of the inhibitors to modification in this portion of the molecule. These compounds are among the most potent non-peptidic inhibitors reported to date against a 3C pro .	Automated molecular docking was performed using the program AutoDock 3.0.5 and a recent structural model of HAV 3C pro (PDB: 2CXV) 4 as the target. The 3D structures of ester compounds were constructed using Sybyl 7.1 (Tripos Inc., St. Louis, USA). Inhibitor-enzyme interactions were evaluated using the Lamarckian genetic algorithm (LGA). Binding energies between the compounds and the protein were evaluated using a grid map with 60 · 60 · 60 points spaced at 0.375 Å generated using the AUTOGRID program. Default values of the docking parameters were used except for the following: step sizes for translation (0.2 Å ), orientation (5°), and torsion (5°); and the number of generations (37,000); energy evaluations (1,500,000), and docking runs (20) . The docked inhibitor-enzyme complexes were ranked according to the lowest predicted binding energies and the conformity to ideal geometry of the docked structures.|
91	69cf6017a78acc9a47ca3afa6efe4405339fd630	Promising Trends in Access to Medicines	It is a vast understatement to say that the problem of access to medicines in developing countries is complex. Access is limited by a range of factors including inability to pay, a lack of infrastructure, and corruption in some countries. Surrounding and exacerbating these structural and technological problems is the layer of legal rights created by patents and their licensing that complicate and render more expensive the preparation and delivery of needed medicines, particularly those that need to be adapted to the social, health and cultural environment of developing countries. This article provides a survey of innovative strategies that aim at maximizing the potential of patents to facilitate the development and delivery of medicines against diseases, the burden of which falls principally on developing country populations. To understand the context in which these strategies are being proposed and implemented, the article reviews the battles over access to medicines beginning in the late 1980s. It then surveys some of the principal suggestions put forward to better direct innovation systems in addressing the critical health needs of the world's majority including advance market commitments, patent buy-outs, prize funds, public-private partnerships and patent pools.	Without increased trust, even mechanisms proven in other fields, such as patent pools, will gain little traction. Trust requires, among other things, visionary leadership by the highest levels of management within industry and NGOs (Tait et al., 2007) , greater levels of interaction on small projects with clear outcomes, and more transparent negotiation processes. Time will tell whether actors are ready for such leadership.|
92	3bf7d7b6d4a03fbdec40cabb60aae199a7e9d7bf	Severe Acute Respiratory Syndrome (SARS) in Children		The disease in young children is self-limiting and many of them will not need supplemental oxygen. There have also been pediatric cases that were asymptomatic but subsequent serological screening confirmed the diagnosis of coronavirus infection. Only a small percentage of adolescent patients may have a slightly more severe course with progressive deterioration in the first week or two.13-15 There has not been any fatality among more than 100 pediatric cases of SARS in Hong Kong. Although we have treated the more severe adolescent cases with ribavirin, there is increasing evidence that this drug is ineffective against the SARS coronavirus. The use of steroid is even more controversial and we would not recommend this form of treatment until the efficacy and safety are proven in clinical trials. On the contrary, quantitative RT-PCR studies in our children revealed that the numbers of RNA viral copies showed no relationship with steroid or ribavirin treatment.12 CONCLUSION In just 6 months, SARS has infected more than 8000 people and claimed almost 800 lives worldwide Further studies are needed to reveal the reasons why children have a much milder disease than adults. Strict infection control is of paramount importance in preventing nosocomial infection among healthcare workers. The natural reservoir for this new virus is still unknown although preliminary evidence suggested than it originates from wild animals. Intensive research is currently underway in the development of a rapid and reliable point-of-care diagnostic test. Until a rapid and reliable diagnostic test is widely, a history of contact with adult SARS cases remains as the most important clue for paediatricians to make an early diagnosis of this infection in children. The optimal treatment for SARS in children remains to be determined.|
93	21dc38640323fcbcaf547f3d05540db62c936f9d	The Common Cold: Potential for Future Prevention or Cure	The common cold is the most frequent, although generally mild, human disease. Human Rhinoviruses are the prevalent causative agents, but other viruses are also implicated. Being so common, viral colds, have significant implications on public health and quality of life, but may also be life-threatening for vulnerable groups of patients. Specific diagnosis and treatment of the common cold still remain unmet needs. Molecular diagnostic techniques allow specific detection of known pathogens as well as the identification of newly emerging viruses. Although a number of medications or natural treatments have been shown to have some effect, either on the number or on the severity of common colds, no single agent is considerably effective. Virus-specific management remains in most cases a challenging potential as many factors have to be taken into account, including the diversity of the viral genomes, the heterogeneity of affected individuals, as well as the complexity of this long standing host-virus relationship.	Papers of particular interest, published recently, have been highlighted as: |
94	041428cc59d31e9134431bc93eb0493db0a22187	Denominator matters in estimating COVID-19 mortality rates		Bamba Gaye 1,2 *, Anouar Fanidi 1,3 , and Xavier Jouven 1,2,4|
95	6485112a971484dfa041b32b35b25707954807db	The Dynamic Nature of the Golgi Complex	The intracellular transport of newly synthe-	Note, however, that the goal of the van Deurs et al. paper was to estimate the amount of ricin reaching the Golgi complex and the proportion localized specifically to the TGN. These results are unchanged: ~5 % of the total amount of internalized ricin colocalized with G protein in the Golgi complex, and of this amount at least 70-80% was present in the TGN.|
96	6810812121d66ad44b45c388c3744a4b5f3bb001	SCIENCE CHINA Electron microscopy: essentials for viral structure, morphogenesis and rapid diagnosis	Electron microscopy (EM) should be used in the front line for detection of agents in emergencies and bioterrorism, on accounts of its speed and accuracy. However, the number of EM diagnostic laboratories has decreased considerably and an increasing number of people encounter difficulties with EM results. Therefore, the research on viral structure and morphology has become important in EM diagnostic practice. EM has several technological advantages, and should be a fundamental tool in clinical diagnosis of viruses, particularly when agents are unknown or unsuspected. In this article, we review the historical contribution of EM to virology, and its use in virus differentiation, localization of specific virus antigens, virus-cell interaction, and viral morphogenesis. It is essential that EM investigations are based on clinical and comprehensive pathogenesis data from light or confocal microscopy. Furthermore, avoidance of artifacts or false results is necessary to exploit fully the advantages while minimizing its limitations. electron microscopy, viral structure, viral morphology, viral diagnosis Citation:	EM is a fundamental tool in clinical virus diagnosis and research into basic viral mechanisms, particularly in cases where agents are unknown or unsuspected. EM is used for etiological identification in outbreaks with emerging viruses, analysis of morphology and morphogenesis of viral pathogens, and ultrastructural comparisons for anti-viral drug design [101] in gene therapy. It is essential that EM is based on clinical data and comprehensive pathogenesis data from routine histology. Combined use of EM, IEM and cryo-EM [48, 49] is recommended to exploit fully the advantages of this technique while minimizing its limitations, although cryo-EM is not a suitable tool for pathogen detection. |
97	81b884033a6b887666694f769e5b1dd92f7e8e75	Christian Schou	Systems biology depends on a comprehensive assignment and characterization of the interactions of proteins and polypeptides (functional proteomics) and of other classes of biomolecules in a given organism. High-capacity screening methods are in place for ligand capture and interaction screening, but a detailed dynamic characterization of molecular interactions under physiological conditions in efficiently separated mixtures with minimal sample consumption is presently provided only by electrophoretic interaction analysis in capillaries, affinity CE (ACE). This has been realized in different fields of biology and analytical chemistry, and the resulting advances and uses of ACE during the last 2.5 years are covered in this review. Dealing with anything from small divalent metal ions to large supramolecular assemblies, the applications of ACE span from lowaffinity binding of broad specificity being exploited in optimizing selectivity, e.g., in enantiomer analysis to miniaturized affinity technologies, e.g., for fast processing immunoassay. Also, approaches that provide detailed quantitative characterization of analyte-ligand interaction for drug, immunoassay, and aptamer development are increasingly important, but various approaches to ACE are more and more generally applied in biological research. In addition, the present overview emphasizes that distinct challenges regarding sensitivity, parallel processing, information-rich detection, interfacing with MS, analyte recovery, and preparative capabilities remain. This will be addressed by future technological improvements that will ensure continuing new applications of ACE in the years to come.	While the applicability of ACE is still challenged by technical limitations, it is now used quite broadly in analytical chemistry and the biological sciences as is apparent from above. The limitations chiefly concern analyte recovery, peak identification, limits in parallel processing, and in understanding the interplay between binding rates and separation parameters. Perhaps the most limiting factor for using the technique outside specialist laboratories is the fact that ACE is not one, but a suite of different techniques united by a capillary electrophoretic separation step. Therefore, its particular embodiment in specific applications depends on the questions and interacting systems to be examined. This is amply illustrated by the numerous modes of ACE used in the publications cited in this review. Despite the obstacles to being a universal systems biology tool, affinity interactions and CE will be increasingly integrated in many functional biology studies. CE will also find continued use as an analytical and preparative tool during development of specific binding reagents including immunoreagents such as mAbs, in vitro affinity-maturated single-chain Fv-fragments, and phage displayed variable regions as well as aptamers and chemical libraries. Also the functional and structural assessment of drugs and novel drug candidates will entail a growing use of ACE. Additionally, the specific area of protein conformational studies, which is important for, e.g., biological drug development and for the understanding of disease, will continue to benefit from CE which is complementary to NMR-and MS-based methods in this field. Finally, technical innovations will continue in the areas outlined above, and to the extent that these are simple and easily accessible, the usefulness of combining affinity interactions with CE analyses will be increasingly obvious.|
98	e636e15180f943ef7929d06c0188e496698d7691	Increase of circulating endocan over sepsis follow-up is associated with progression into organ dysfunction	How circulating inflammatory mediators change upon sepsis progression has not been studied. We studied the follow-up changes of circulating vasoactive peptides and cytokines until the improvement or the worsening of a patient and progression into specific organ dysfunctions. In a prospective study, concentrations of tumor necrosis factor-alpha (TNFα), interleukin (IL)-6, IL-8, IL-10, interferon-gamma (IFNγ), endocan and angiopoietin-2 (Ang-2) were measured in serum by an enzyme immunoassay in 175 patients at baseline; this was repeated within 24 h upon progression into new organ dysfunction (n = 141) or improvement (n = 34). Endocan and Ang-2 were the only parameters that were significantly increased among patients who worsened. Any increase of endocan was associated with worsening with odds ratio 16.65 (p < 0.0001). This increase was independently associated with progression into acute respiratory distress syndrome (ARDS) as shown after logistic regression analysis (odds ratio 2.91, p: 0.002). Changes of circulating cytokines do not mediate worsening of the critically ill patients. Instead endocan and Ang2 are increased and this may be interpreted as a key-playing role in the pathogenesis of ARDS and septic shock. Any increase of endocan is a surrogate of worsening of the clinical course.	Informed consent A patient was enrolled after written informed consent provided by his first-degree relatives. |
99	f9c724c15b95dc3dc704c86179e01b2046d79d11	Why are women better protected from COVID-19: Clues for men?		"J o u r n a l P r e -p r o o f affects both women and men, men appear to have disproportionately higher rates of mortality (1, 2) . SARS-CoV-2 uses angiotensin-converting enzyme 2 (ACE2) for entry into cells. Limited human data suggest that SARS-CoV-2 binding to ACE2 may attenuate residual ACE2 activity, skewing ACE/ACE2 balance toward a state of heightened angiotensin II production, leading to pulmonary vasoconstriction, inflammation, and oxidative-related organ damage to increase risk for acute lung injury. However, as ACE2 is an ""X"" linked enzyme and some reports indicate an increase in plasma ACE2 in older women, they would appear to be more vulnerable to SARS-CoV-2. Yet, reports from China, Italy, and New York clearly document that women have about half of the COVID-19 incidence with much less disease severity and mortality compared with men. Perhaps higher ACE2 produces more Ang-1-7, which provides more protection? It may also be possible that higher ACE2 activity provides a more efficient ""sink"" in eliminating the virus or preventing its attachment for target cell entry. Differential regulation of ACE2 with sex hormones may be working, as well. Investigation of this disparity could provide important clues to better understanding complexities of this enzyme and improving COVID-19 outcomes.|"
100	7edc79a5796b4240a552f2078a880ff2143b0fd5	Immunological disturbances associated with malarial infection	Malaria is a reemerging disease in the countries where it was eradicated previously, whereas it is endemic in many countries including tropical countries. In India, malarial infection is on rise due to rapid urbanization and overcrowding in all major metropolitan cities. The incidence of morbidity and mortality due to malaria infection is increasing and could be attributed to drug resistance in strains of malarial parasite. Combining immune modulation strategies with anti-malarial drugs has a beneficial effect in an attempt to improve treatment for malaria. Along with clinical presentation and outcome of this parasitic infection, it is important to understand immunological disturbances associated with biological mechanisms underlying these actions in better understanding of pathogenesis of malarial infection. Immune and inflammatory responses in malarial infection are controlled and co-ordinated by various cytokines and chemokines. This review focuses on commonly seen immunological disturbances associated with malarial infection resulting in related humoral and cell mediated immune functions primarily with innate to subsequent adaptive immunity in tackling this parasitic infection.	Combining immune modulation strategies with antimalarial drugs has a beneficial effect in an attempt to improve treatment for malaria. Along with the clinical presentation and outcome of this parasitic infection, it is important to understand immunological disturbances and the biological mechanisms underlying these actions in better understanding of pathogenesis of malarial infection.|
101	463d44f3bcccc8432f468012eb3f708a8828a327	Severe pneumococcal pneumonia: impact of new quinolones on prognosis	Background: Most guidelines have been proposing, for more than 15 years, a β-lactam combined with either a quinolone or a macrolide as empirical, first-line therapy of severe community acquired pneumonia (CAP) requiring ICU admission. Our goal was to evaluate the outcome of patients with severe CAP, focusing on the impact of new rather than old fluoroquinolones combined with β-lactam in the empirical antimicrobial treatments. Methods: Retrospective study of consecutive patients admitted in a 16-bed general intensive care unit (ICU), (Pneumonia Severity Index > or = 4) community-acquired pneumonia due to non penicillin-resistant Streptococcus pneumoniae and treated with a β-lactam combined with a fluoroquinolone. Results: We included 70 patients of whom 38 received a β-lactam combined with ofloxacin or ciprofloxacin and 32 combined with levofloxacin. Twenty six patients (37.1%) died in the ICU. Three independent factors associated with decreased survival in ICU were identified: septic shock on ICU admission (AOR = 10.6; 95% CI 2.87-39.3; p = 0.0004), age > 70 yrs. (AOR = 4.88; 95% CI 1.41-16.9; p = 0.01) and initial treatment with a β-lactam combined with ofloxacin or ciprofloxacin (AOR = 4.1; 95% CI 1.13-15.13; p = 0.03). Conclusion: Our results suggest that, when combined to a β-lactam, levofloxacin is associated with lower mortality than ofloxacin or ciprofloxacin in severe pneumococcal community-acquired pneumonia. Olive et al. BMC Infectious Diseases 2011, 11:66 	List of abbreviations AOR: adjusted odd ratio; ARDS: acute respiratory distress syndrome; CAP: community-acquired pneumonia; CI: confidence interval; HA-LRT superinfections: hospital-acquired lower respiratory tract superinfections; ICU: intensive care unit; LOD score: logistic organ dysfunction score; LOS: length of stay; MOF: multiple organ failure; MV: mechanical ventilation; PSI: pneumonia severity index; SAPS: simplified acute physiology score; SOFA: sepsis-related organ failure assessment; SD: standard deviation.|
102	8072770678551b3d697028b43852d7d5de608450	Title: Proactive social distancing mitigates COVID-19 outbreaks within a month across 58 mainland China cities	In early 2020, cities across China enacted strict social distancing measures to contain emerging coronavirus (COVID-19) outbreaks. We estimated the speed with which these measures contained community transmission in each of 58 Chinese cities. On average, containment was achieved 7.83 days (SD 6.79 days) after the implementation of social distancing interventions, with an average reduction in the reproduction number ( R t ) of 54.3% (SD 17.6%) over that time period. A single day delay in the implementation of social distancing led to a 2.41 (95% CI: 0.97, 3.86) day delay in containment. Swift social distancing interventions may thus achieve rapid containment of newly emerging COVID-19 outbreaks.	The copyright holder for this preprint this version posted April 27, 2020. . prior to February 15, 2020. We demonstrate the methodology for two provincial capitals: (a, c) Xi'an and (b, d) Nanjing. (a,b) The estimated daily incidence of imported and locally-transmitted COVID-19 cases and the implementation times for local social distancing measures. (c,d) The estimated daily time-varying reproduction numbers ( R t ), with the green line and shading indicating the median and 95% credibility bounds for R t , respectively. We calculate the number of days from the first reported imported case until the upper 95% CI of R t drops below one ( ) for 58 cities in Mainland China. (e) The distribution of across 58 cities in Mainland China (also see Appendix Figure S2 ). The average duration of outbreaks is 21 days (95% CI: 7.95, 35.1). Based on an AIC comparison between Gamma, Lognormal and Weibull distributions fitted via maximum likelihood to the data (Appendix Table S3 ), we find that the are roughly Weibull distributed with scale 22.94 (95% CI: 21.12, 24.91) and shape 3.28 (95% CI: 2.68, 4.02), as indicated by black line. (f) The distribution of time between the first locally reported case and the first social distancing measure resembles a Weibull distribution with scale 14.24 (95% CI: 13.01,15.60) and shape 2.98 (95% CI: 2.44,3.65).|
103	1d39fce3c09c95c13c9b8e18c1ab9a85c24ff7c6	Enhanced pathogenicity of low-pathogenic H9N2 avian influenza virus after vaccination with infectious bronchitis live attenuated vaccine	How to cite this article: Ismail ZM, El-Deeb AH, El-Safty MM, Hussein HA (2018) Enhanced pathogenicity of low-pathogenic H9N2 avian influenza virus after vaccination with infectious bronchitis live attenuated vaccine, Veterinary World, 11 (7): 977-985.	Based on the obtained results, there was no effect of live NDV vaccine on the severity of lesions caused due to H9N2 AIV.Coinfections of H9N2 AIV and NDV have been previously studied in vitro using cell cultures or chicken embryos, and interference between these viruses has been reported, with one virus inhibiting the growth of the other [48] [49] [50] . Viral interference is a phenomenon in which a cell infected by a virus does not allow multiplication of a second virus [51] . Viral interference can be explained by different mechanisms including competing by attachment interference, therefore, reducing or blocking of receptor sites for the super-infecting virus; competing intracellularly for replication host machinery; and virus-induced interferon interference [52] . NDV and H9N2 AIV replicate in cells where there are trypsin-like enzymes|
104	acd84940fc5cd8e8f54efd04ab672f5afbd2d7df		publicly funded repositories, such as the WHO COVID database with rights for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for free by Elsevier for as long as the COVID-19 resource centre remains active. RADERMECKER M. -Infections virales et asthme. Rev. ft.	Ces effets anti-inflammatoires de l'histamine pourraient avoir une importance clinique toute particuli6re chez les atopiques. En effet, les neutrophiles des patients atopiques sont anormalement sensibles fi l'action inhibitrice de l'histamine laquelle est par ailleurs lib6r6e en plus grande quantit4 que chez les sujets normaux. I1 ne serait donc pas impossible que l'histamine, un des principaux m6diateurs lib6r6s au si6ge des r4actions allergiques, exerce, par ses effets H2 anti-inflammatoires, une action inhibitrice sur les lymphocytes et les polynucl6aires diminuant ainsi les m4canismes locaux de d6fense de l'organe de choc.|
